id,job_detail_id,recruiter_id,created_date,updated_date,created_by,updated_by
b69ba6d6-3a9a-4623-bcdb-6b96af16e87f,334d733d-613b-4a66-a549-36d00a441358,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-24 06:28:48,2024-04-24 06:28:48,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
b8241538-e6a0-42eb-8d39-547e74986926,0141b21e-7f74-4822-9af5-8a5c46f3ffa2,476dee15-d552-4120-b525-30cb64f97eee,2023-08-08 05:30:04,2023-08-08 05:30:04,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
b84eac66-acdc-483a-843a-158c22c23204,40a9a2d8-ddc7-4e4a-a5bc-d37ea622b80a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-15 11:54:59,2024-04-15 11:54:59,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
c5049fcc-1715-4763-a863-a481a11f4abc,856b8e69-8f45-4cf7-8e0e-8a89c1fe0885,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-14 05:55:16,2024-06-14 05:55:16,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
c6aa5e4f-8b8c-4f41-86b7-c48d144c7be1,c2e1bd4e-1a74-4f7d-b9ec-d0da56ede3ee,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-05 06:28:34,2024-07-05 06:28:34,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
cb7bd77d-2449-49a2-8aff-5772aed132e9,cdf8adec-f8e8-41fa-8e55-12bc5576bf95,476dee15-d552-4120-b525-30cb64f97eee,2023-06-27 13:42:47,2023-06-27 13:42:47,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
cc15cca7-6782-4f6f-8b5e-b667a4c0d2f4,f1bbae32-a7f2-411c-9353-b768316d7e69,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2023-08-18 10:02:00,2023-08-18 10:02:00,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
cc54f43b-d86c-40f8-bb4a-486dd0d1574d,1cbce746-eaf7-46bf-bf12-5900642b4ecb,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-26 05:35:42,2024-06-26 05:35:42,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
cd0bd56e-7089-4e2b-b1d3-f67a3277ef86,134442a5-5f67-40a8-a2fd-25efea7a7e50,90dfd38a-26c0-4af5-9b00-72e614d11753,2024-05-30 11:28:27,2024-05-30 11:28:27,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ce0ef6c3-6999-4838-b502-b885a33871e0,d15c1683-84f5-47df-bb34-4a101177ef19,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-08-27 12:12:53,2024-08-27 12:12:53,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
ced7ec1c-abc3-4e71-9e99-63a7fab9507a,c54e1708-8e37-4655-bd97-77f0e6fbde88,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-14 07:02:27,2023-06-14 07:02:27,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
d82bec82-f0b2-4083-bb08-ea2017aee6e4,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,89f1e714-f065-42a8-b5fd-6fa395263257,2023-08-11 09:51:39,2023-08-11 09:51:39,89f1e714-f065-42a8-b5fd-6fa395263257,89f1e714-f065-42a8-b5fd-6fa395263257
d86181db-06fb-4055-b873-ee7b079b330a,8174dbac-90da-4abd-8f1e-6c817f856b6c,90dfd38a-26c0-4af5-9b00-72e614d11753,2024-06-12 06:44:17,2024-06-12 06:44:17,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
da170e2d-b6d3-4048-a852-6d070faeebf0,56515048-7cab-4b45-a8b3-dfd627d5d2fb,476dee15-d552-4120-b525-30cb64f97eee,2023-06-27 13:42:35,2023-06-27 13:42:35,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
